mod_folder,name,title,manufacturer,description,TechRequired,category,size_class,size_m,size_source,is_hidden,hidden_reason
Squad,solarPanels1,SP-W 3x2 Photovoltaic Panels,Probodobodyne Inc,"Probodobodyne branded Photovoltaic Panels are the world standard for power generation, from your own home to the stars. The SP model comes with a protective shroud, allowing recovery when it's no longer needed.  Includes passive radiators on the reverse side for better heat dissipation.",advElectrics,Electrical,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,solarPanels3,OX-4W 3x2 Photovoltaic Panels,Probodobodyne Inc,"The OX-4 is similar in design to the SP series solar panels, but without the heavy casing. WARNING: Not retractable once deployed!",advElectrics,Electrical,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,ksp_r_largeBatteryPack,Z-400 Rechargeable Battery,Zaltonic Electronics,"The Z-400 battery pack is a versatile, compact electrical charge storage solution designed for heavier loads than AAAA batteries can handle. Holds one E-size battery with a maximum of 400 units of charge.",advElectrics,Electrical,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,LgRadialSolarPanel,OX-STAT-XL Photovoltaic Panels,Probodobodyne Inc,"A larger version of the OX-STAT, the XL version features a larger surface area than its smaller cousin while retaining the cost and weight benefits of a static solar panel.",advElectrics,Electrical,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,foldingRadMed,Thermal Control System (medium),Probodobodyne Inc,A deployable thermal control system consisting of multiple liquid cooled radiator panels.,advElectrics,Thermal,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,stripLight1,Lightstrip Mk1,Rokea Inc,"A fully functional and utilitarian lighting accessory for professional purposes. This light strip is absolutely not designed to add underglow to your rovers.\n\nWe repeat, this light strip is not meant to bling out your rover.",advElectrics,Utility,Radial,,attachRules/bulkheadProfiles,FALSE,
SquadExpansion,controller1000,KAL-1000 Controller,Moving Parts Experts Group,"A first of its kind, this intelligent programmable controller can manage a number of parts across a vessel.\n\nIts not an entirely autonomous entity... yet...",advElectrics,Robotics,Radial,,attachRules/bulkheadProfiles,FALSE,
SCANsat,scansat-resources-crism-1,SCAN-R Resource Mapper,SCAN: Scientific Committee on Advanced Navigation,"An entry-level resource mapping instrument that works well at low orbital altitudes, though only scans over a very narrow width. Uses a moderate amount of power and functions only in lit situations.",advExploration,Science,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,cargoContainer,SEQ-9 Container Module,Experimental Engineering Group,"A large 1.25 container capable of storing a wide variety of equipment. Specifically designed for storing precision scientific instruments and protecting them from the rigours of launch, travel and landing on distant planets.\n\nWarning: Contents not pressurized. Risk of Snack Bag explosion >99%.",advExploration,Cargo,Small,1.25,bulkheadProfiles,FALSE,
Squad,evaCylinder,EVA Fuel Cylinders,Reaction Systems Ltd,"When you just don't have enough delta-V to visit all your favorite spots on Minimus, or want to circumnavigate Dres freestyle, you'll want to pack these spare EVA fuel cylinders for extra-long duration EVA trips.\n\nHandily tranfers fuel to your EVA jetpack with a child-proof safety seal.",advExploration,Cargo,,,,FALSE,
Squad,CargoStorageUnit,SEQ-24 Cargo Storage Unit,Experimental Engineering Group,"When you want to bring everything and the kitchen sink, this is the storage unit for you.\n\nCapable of transporting 24 different cargo items, or a small house worth of goods and furniture, you can colonize Duna in style!",advExploration,Cargo,Large,2.5,bulkheadProfiles,FALSE,
Squad,Large_Crewed_Lab,Mobile Processing Lab MPL-LG-2,Integrated Integrals,"No longer are you limited to research facilities only on Kerbin!  With the Mobile Processing Lab, you can conduct long-term experiments and ongoing research with the data you collect in the field.  Be sure to check back on your scientists from time to time, and transmit the results of their research home! This model is guaranteed to spontaneously combust less than previous models, and also has the equipment necessary to clean out and restore functionality to inoperable experiments.",advExploration,Science,Large,2.5,bulkheadProfiles,FALSE,
Squad,telescopicLadder,Kelus Mobility Enhancer,Rokea Inc,"The Kelus Mobility Enhancer comes equipped with advanced telescopic extension technology. Recommended load 0.5 kerbals. After discovering that their name was already in use, Kelus picked their current name with the flip of a coin.",advExploration,Utility,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,telescopicLadderBay,Kelus-LV Bay Mobility Enhancer,Rokea Inc,"The Kelus-LV Mobility Enhancer Bay comes equipped with advanced telescopic extension technology. Recommended load 1.5 kerbals. After discovering that their name was already in use, Kelus picked their current name with the flip of a coin.",advExploration,Utility,Radial,,attachRules/bulkheadProfiles,FALSE,
SquadExpansion,RobotArmScanner_S1,CRSY Light Scanning Arm,Experimental Engineering Group,"The Experimental Engineering Group managed to successfully adapt technologies from several other manufacturers to produce this once-in-a-lifetime piece of technology.\n\nThe light scanning arm is capable of independent work on distant planets, analyzing the geology and composition of rocks and other surface features with two different instruments.\n\nA masterpiece of engineering and design.",advExploration,Science,Radial,,attachRules/bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-inflatable-centrifuge-125-1,CAF-10 'Bagel' Inflatable Centrifuge Module,Kerbalmax Industries,"Check out this oddly shaped inflatable space bread! Not suitable for consumption. However, once expanded to its 8 metre diameter, it can provide a simulacrum of gravity for those inside of it - up to 0.25g when spinning. Holds up to six Kerbals.",advExploration,Utility,Small,1.25,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-inflatable-centrifuge-125-2,CAF-5 'Doughnut' Compact Inflatable Centrifuge Module,Kerbalmax Industries,"A compact inflatable centrifuge, this model is distinctly cramped and uncomfortable. It does fit in a small space, however, so could be perfect for those early spacecraft. A diameter of 5 metres is possible when fully inflated, providing up to 0.1g of gravity. Holds up to four Kerbals.",advExploration,Utility,Small,1.25,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-inflatable-hab-125-1,PAF-2 'Eclair' Inflatable Habitation Module,Kerbalmax Industries,The large model PAF-series inflatable crew container allows a lot more living space for the same mass as a rigid container. Holds up to six crewmembers in relative comfort once expanded.,advExploration,Utility,Small,1.25,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-inflatable-hab-125-2,PAF-1A 'Volleyball' Inflatable Habitation Module,Kerbalmax Industries,"The smallest inflatable ressembles a volleyball, and has no windows. Though this might not be the best for morale, you can't beat the savings! Holds up to three crew members in slightly cramped quarters once inflated... err, the marketing materials prefer 'expanded'.",advExploration,Utility,Small,1.25,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-inflatable-hab-125-3,PAF-1B 'Winston' Inflatable Habitation Module,Kerbalmax Industries,"A variation on the basic Winston, additional structural support has been removed in order to make the module vertically as well as horizontally expandable. Unfortunately, this makes the module a little less structurally sound and unable to be used as effectively as a stackable structural component.",advExploration,Utility,Small,1.25,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-cupola-125-1,PAS-C 'Porthole' Observation Window,Kerbalmax Industries,"This little tin can seems like it would be a beautiful place to contemplate the stars, and it can be placed almost anywhere!",advExploration,Pods,Radial,,attachRules/bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-cupola-1875-1,PMA-C 'Panoptes' Observation Module,Kerbalmax Industries,This multi-ocular observation module allows a decent view of the stars or whatever might be outside at the moment.,advExploration,Pods,Radial,,attachRules/bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-airlock-25-1,PPD-EVAC-U-8 Service Airlock,Kerbalmax Industries,This airlock serves double duty as an EVA centre and a docking port. Great for shuttle cargo bays or large bases.,advExploration,Utility,Radial,,attachRules/bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-habitation-25-1,PPD-20 'Shanty' Habitation Module,Jebediah Kerman's Junkyard and Spacecraft Parts Co,"Though the venerable Hitchhiker gives us a place to easily store Kerbals on-orbit, a larger module can store them for even longer. The Shanty comes equipped with all you need for operating a six-Kerbal space slum - more chairs than beds and even backup supplies of monopropellant and electric charge.",advExploration,Utility,Large,2.5,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-observation-25-1,PPD-24 'Panorama' Observation Module,Jebediah Kerman's Junkyard and Spacecraft Parts Co,"The PPD-24 is a great addition to any surface or orbital base, and allows for both high visibility and heat loss for the four Kerbals inside. This second-generation model adds surface decoration and reduces the number of airlocks to one.",advExploration,Utility,Large,2.5,bulkheadProfiles,FALSE,
ReStockPlus,restock-pod-sphere-3,SP-3 'Mandarin' Reentry Module,Probodobodyne Inc,"We hired a shady interior decorator to fit three seats into the same space as one. The occupants are no longer able to move their arms to access the controls, but at least they'll probably survive.",advFlightControl,Pods,Small,1.25,bulkheadProfiles,FALSE,
ReStockPlus,restock-mk2-pod,Mk2 'Acorn' Command Pod,Kerlington Model Rockets and Paper Products Inc,"The immediate successor to the Mk1 command pod, the Mk2 seats two kerbals instead of one, and has handy forward-facing windows to enable docking.",advFlightControl,Pods,Medium,1.875,bulkheadProfiles,FALSE,
ReStockPlus,restock-rcs-block-dual-1,RV-102 RCS Thruster Block,STEADLER Engineering Corps,"A spin on a classic, this model removes two of the 105's engines for fewer confusing directions of thrust.",advFlightControl,none,Radial,,attachRules/bulkheadProfiles,TRUE,category=none
ReStockPlus,restock-rcs-block-dual-mini-1,RC-12 RCS Thruster Block,STEADLER Engineering Corps,This miniaturized dual thruster block has a whole quarter of the thrust of its big brother.,advFlightControl,none,Radial,,attachRules/bulkheadProfiles,TRUE,category=none
ReStockPlus,restock-rcs-block-multi-2,RV-105-A RCS Thruster Block,STEADLER Engineering Corps,"An angled variant of the RV-105 RCS block, available in multiple configurations.",advFlightControl,Control,Radial,,attachRules/bulkheadProfiles,FALSE,
ReStockPlus,restock-rcs-block-multi-mini-2,RV-1X-A RCS Thruster Block,STEADLER Engineering Corps,"An angled variant of the RV-1X RCS block, available in multiple configurations.",advFlightControl,Control,Radial,,attachRules/bulkheadProfiles,FALSE,
ReStockPlus,restock-rcs-block-quad-angled-1,RV-105-A RCS Thruster Block,STEADLER Engineering Corps,Angling the thrusters on the standard RV-105 model can produce much better RCS translation in some spacecraft.,advFlightControl,none,Radial,,attachRules/bulkheadProfiles,TRUE,category=none
ReStockPlus,restock-rcs-block-quad-angled-mini-1,RC-14-A RCS Thruster Block,STEADLER Engineering Corps,"This angled block, is, you guessed it, canted slightly for better four way efficiency.",advFlightControl,none,Radial,,attachRules/bulkheadProfiles,TRUE,category=none
ReStockPlus,restock-rcs-block-quad-mini-1,RC-14 RCS Thruster Block,STEADLER Engineering Corps,"A really basic RCS system block, but really small.",advFlightControl,none,Radial,,attachRules/bulkheadProfiles,TRUE,category=none
ReStockPlus,restock-rcs-block-quint-1,RV-105-X RCS Thruster Block,STEADLER Engineering Corps,"Apparently for some space programs, four jets is just plain not enough. After in-the-field observations of the linear RCS Port jammed into RV-105 blocks with electrical tape and pruning shears, STEADLER has released a new RCS block with a fifth perpendicular nozzle.",advFlightControl,none,Radial,,attachRules/bulkheadProfiles,TRUE,category=none
ReStockPlus,restock-rcs-block-qunit-mini-1,RC-15 RCS Thruster Block,STEADLER Engineering Corps,"Miniaturizing five RCS jets into one block wasn't easy, but we have you covered here - if covered refers to the fine misting of toxic gases that qualification models of these thrusters applied to several interns.",advFlightControl,none,Radial,,attachRules/bulkheadProfiles,TRUE,category=none
ReStockPlus,restock-rcs-block-triple-angled-1,RV-103 RCS Thruster Block,STEADLER Engineering Corps,Apparently this is theoretically the most efficient RCS block.,advFlightControl,none,Radial,,attachRules/bulkheadProfiles,TRUE,category=none
