mod_folder,name,title,manufacturer,description,TechRequired,AA_Tech,category,size_class,size_m,size_source,is_hidden,hidden_reason
StationPartsExpansionRedux,sspx-adapter-1875-125-2,PMA-PAS Adapter,Kerbalmax Industries,Slowly and sedately connect a PMA to PAS stack.,AA_6_Soviet_Salyut_Mir,AA_6_Soviet_Salyut_Mir,Structural,Medium,1.875,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-adapter-25-1875-1,PPD-PMA Adapter,Kerbalmax Industries,Seamfully connect larger PPD parts to PMA parts with this adapter!,AA_8_Station_International_Space_Station,AA_8_Station_International_Space_Station,Structural,Large,2.5,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-attach-1875-1,PMA-AR Radial Attachment Module,Kerbalmax Industries,Used to connect PMA modules radially to stack attached parts,AA_6_Soviet_Salyut_Mir,AA_6_Soviet_Salyut_Mir,Structural,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-tube-1875-1,PMA-T1 Pressurized Crew Tube,Kerbalmax Industries,"This medium diameter, long crew tube is excellent for structural uses. It doesn't contain any fixtures though.",AA_6_Soviet_Salyut_Mir,AA_6_Soviet_Salyut_Mir,Structural,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-tube-1875-2,PMA-T2 Pressurized Crew Tube,Kerbalmax Industries,"This medium diameter, medium length crew tube is excellent for structural uses. It doesn't contain any fixtures though.",AA_6_Soviet_Salyut_Mir,AA_6_Soviet_Salyut_Mir,Structural,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-tube-1875-3,PMA-T3 Pressurized Crew Tube,Kerbalmax Industries,"This medium diameter, short crew tube is excellent for structural uses. It doesn't contain any fixtures though.",AA_6_Soviet_Salyut_Mir,AA_6_Soviet_Salyut_Mir,Structural,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-tube-1875-angled-1,PMA-1A Angled Pressurized Crew Tube,Kerbalmax Industries,"In some cases, you need to turn hard to starboard, or hard a port. Or gently. I don't know, it's a tube.",AA_6_Soviet_Salyut_Mir,AA_6_Soviet_Salyut_Mir,Structural,Medium,1.875,bulkheadProfiles,False,
SCANsat,scansat-sar-paz-1,SAR-X Antenna,SCAN: Scientific Committee on Advanced Navigation,"A basic synthetic aperture radar instrument, which sends out radar signals and uses the movement of the satellite during the ping to synthesize recieving them with a much larger dish. Effectively captures high resolution elevation data over a very narraw width from low orbits. Uses a large amount of power but functions in lit and unlit situations.",AA_5_Science_AdvancedSurvey,AA_5_Science_AdvancedSurvey,Science,Radial,,attachRules/bulkheadProfiles,False,
Squad,solarPanels2,SP-L 1x6 Photovoltaic Panels,Probodobodyne Inc,The alternate configuration of the SP Model Photovoltaic Panels.  Includes passive radiators on the reverse side for better heat dissipation.,AA_5_Electrical_Deployable_Power_Systems,AA_5_Electrical_Deployable_Power_Systems,Electrical,Radial,,attachRules/bulkheadProfiles,False,
Squad,solarPanels4,OX-4L 1x6 Photovoltaic Panels,Probodobodyne Inc,"The OX-4 is similar in design to the SP series solar panels, but without the heavy casing.  Includes passive radiators on the reverse side for better heat dissipation. WARNING: Not retractable once deployed!",AA_3_Electrical_Early_Orbital_Power,AA_3_Electrical_Early_Orbital_Power,Electrical,Radial,,attachRules/bulkheadProfiles,False,
Squad,solarPanels1,SP-W 3x2 Photovoltaic Panels,Probodobodyne Inc,"Probodobodyne branded Photovoltaic Panels are the world standard for power generation, from your own home to the stars. The SP model comes with a protective shroud, allowing recovery when it's no longer needed.  Includes passive radiators on the reverse side for better heat dissipation.",AA_5_Electrical_Deployable_Power_Systems,AA_5_Electrical_Deployable_Power_Systems,Electrical,Radial,,attachRules/bulkheadProfiles,False,
Squad,solarPanels3,OX-4W 3x2 Photovoltaic Panels,Probodobodyne Inc,"The OX-4 is similar in design to the SP series solar panels, but without the heavy casing. WARNING: Not retractable once deployed!",AA_3_Electrical_Early_Orbital_Power,AA_3_Electrical_Early_Orbital_Power,Electrical,Radial,,attachRules/bulkheadProfiles,False,
Squad,ksp_r_largeBatteryPack,Z-400 Rechargeable Battery,Zaltonic Electronics,"The Z-400 battery pack is a versatile, compact electrical charge storage solution designed for heavier loads than AAAA batteries can handle. Holds one E-size battery with a maximum of 400 units of charge.",AA_3_Electrical_Early_Orbital_Power,AA_3_Electrical_Early_Orbital_Power,Electrical,Radial,,attachRules/bulkheadProfiles,False,
Squad,LgRadialSolarPanel,OX-STAT-XL Photovoltaic Panels,Probodobodyne Inc,"A larger version of the OX-STAT, the XL version features a larger surface area than its smaller cousin while retaining the cost and weight benefits of a static solar panel.",AA_2_Electrical_Fixed_Solar_Foundations,AA_2_Electrical_Fixed_Solar_Foundations,Electrical,Radial,,attachRules/bulkheadProfiles,False,
Squad,foldingRadMed,Thermal Control System (medium),Probodobodyne Inc,A deployable thermal control system consisting of multiple liquid cooled radiator panels.,AA_T99_Parking,NYI,Thermal,Radial,,attachRules/bulkheadProfiles,False,
Squad,stripLight1,Lightstrip Mk1,Rokea Inc,"A fully functional and utilitarian lighting accessory for professional purposes. This light strip is absolutely not designed to add underglow to your rovers.\n\nWe repeat, this light strip is not meant to bling out your rover.",AA_T99_Parking,NYI,Utility,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,controller1000,KAL-1000 Controller,Moving Parts Experts Group,"A first of its kind, this intelligent programmable controller can manage a number of parts across a vessel.\n\nIts not an entirely autonomous entity... yet...",AA_T99_Parking,NYI,Robotics,Radial,,attachRules/bulkheadProfiles,False,
SCANsat,scansat-resources-crism-1,SCAN-R Resource Mapper,SCAN: Scientific Committee on Advanced Navigation,"An entry-level resource mapping instrument that works well at low orbital altitudes, though only scans over a very narrow width. Uses a moderate amount of power and functions only in lit situations.",AA_4_Science_OrbitalSurvey,AA_4_Science_OrbitalSurvey,Science,Radial,,attachRules/bulkheadProfiles,False,
Squad,cargoContainer,SEQ-9 Container Module,Experimental Engineering Group,"A large 1.25 container capable of storing a wide variety of equipment. Specifically designed for storing precision scientific instruments and protecting them from the rigours of launch, travel and landing on distant planets.\n\nWarning: Contents not pressurized. Risk of Snack Bag explosion >99%.",AA_6_Rocket_Heavy_Rocketry,AA_6_Rocket_Heavy_Rocketry,Cargo,Small,1.25,bulkheadProfiles,False,
Squad,evaCylinder,EVA Fuel Cylinders,Reaction Systems Ltd,"When you just don't have enough delta-V to visit all your favorite spots on Minimus, or want to circumnavigate Dres freestyle, you'll want to pack these spare EVA fuel cylinders for extra-long duration EVA trips.\n\nHandily tranfers fuel to your EVA jetpack with a child-proof safety seal.",AA_5_Rocket_Advanced_Rocketry,AA_5_Rocket_Advanced_Rocketry,Cargo,,,,False,
Squad,CargoStorageUnit,SEQ-24 Cargo Storage Unit,Experimental Engineering Group,"When you want to bring everything and the kitchen sink, this is the storage unit for you.\n\nCapable of transporting 24 different cargo items, or a small house worth of goods and furniture, you can colonize Duna in style!",AA_6_NASA_Apollo,AA_6_NASA_Apollo,Cargo,Large,2.5,bulkheadProfiles,False,
Squad,Large_Crewed_Lab,Mobile Processing Lab MPL-LG-2,Integrated Integrals,"No longer are you limited to research facilities only on Kerbin!  With the Mobile Processing Lab, you can conduct long-term experiments and ongoing research with the data you collect in the field.  Be sure to check back on your scientists from time to time, and transmit the results of their research home! This model is guaranteed to spontaneously combust less than previous models, and also has the equipment necessary to clean out and restore functionality to inoperable experiments.",AA_8_Station_International_Space_Station,AA_8_Station_International_Space_Station,Science,Large,2.5,bulkheadProfiles,False,
Squad,telescopicLadder,Kelus Mobility Enhancer,Rokea Inc,"The Kelus Mobility Enhancer comes equipped with advanced telescopic extension technology. Recommended load 0.5 kerbals. After discovering that their name was already in use, Kelus picked their current name with the flip of a coin.",AA_T99_Parking,NYI,Utility,Radial,,attachRules/bulkheadProfiles,False,
Squad,telescopicLadderBay,Kelus-LV Bay Mobility Enhancer,Rokea Inc,"The Kelus-LV Mobility Enhancer Bay comes equipped with advanced telescopic extension technology. Recommended load 1.5 kerbals. After discovering that their name was already in use, Kelus picked their current name with the flip of a coin.",AA_T99_Parking,NYI,Utility,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,RobotArmScanner_S1,CRSY Light Scanning Arm,Experimental Engineering Group,"The Experimental Engineering Group managed to successfully adapt technologies from several other manufacturers to produce this once-in-a-lifetime piece of technology.\n\nThe light scanning arm is capable of independent work on distant planets, analyzing the geology and composition of rocks and other surface features with two different instruments.\n\nA masterpiece of engineering and design.",AA_2_Rover_Rover_Systems,AA_2_Rover_Rover_Systems,Science,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-inflatable-centrifuge-125-1,CAF-10 'Bagel' Inflatable Centrifuge Module,Kerbalmax Industries,"Check out this oddly shaped inflatable space bread! Not suitable for consumption. However, once expanded to its 8 metre diameter, it can provide a simulacrum of gravity for those inside of it - up to 0.25g when spinning. Holds up to six Kerbals.",AA_T99_Parking,NYI,Utility,Small,1.25,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-inflatable-centrifuge-125-2,CAF-5 'Doughnut' Compact Inflatable Centrifuge Module,Kerbalmax Industries,"A compact inflatable centrifuge, this model is distinctly cramped and uncomfortable. It does fit in a small space, however, so could be perfect for those early spacecraft. A diameter of 5 metres is possible when fully inflated, providing up to 0.1g of gravity. Holds up to four Kerbals.",AA_T99_Parking,NYI,Utility,Small,1.25,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-inflatable-hab-125-1,PAF-2 'Eclair' Inflatable Habitation Module,Kerbalmax Industries,The large model PAF-series inflatable crew container allows a lot more living space for the same mass as a rigid container. Holds up to six crewmembers in relative comfort once expanded.,AA_T99_Parking,NYI,Utility,Small,1.25,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-inflatable-hab-125-2,PAF-1A 'Volleyball' Inflatable Habitation Module,Kerbalmax Industries,"The smallest inflatable ressembles a volleyball, and has no windows. Though this might not be the best for morale, you can't beat the savings! Holds up to three crew members in slightly cramped quarters once inflated... err, the marketing materials prefer 'expanded'.",AA_T99_Parking,NYI,Utility,Small,1.25,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-inflatable-hab-125-3,PAF-1B 'Winston' Inflatable Habitation Module,Kerbalmax Industries,"A variation on the basic Winston, additional structural support has been removed in order to make the module vertically as well as horizontally expandable. Unfortunately, this makes the module a little less structurally sound and unable to be used as effectively as a stackable structural component.",AA_T99_Parking,NYI,Utility,Small,1.25,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-cupola-125-1,PAS-C 'Porthole' Observation Window,Kerbalmax Industries,"This little tin can seems like it would be a beautiful place to contemplate the stars, and it can be placed almost anywhere!",AA_5_Rocket_Advanced_Rocketry,AA_5_Rocket_Advanced_Rocketry,Pods,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-cupola-1875-1,PMA-C 'Panoptes' Observation Module,Kerbalmax Industries,This multi-ocular observation module allows a decent view of the stars or whatever might be outside at the moment.,AA_6_Soviet_Salyut_Mir,AA_6_Soviet_Salyut_Mir,Pods,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-airlock-25-1,PPD-EVAC-U-8 Service Airlock,Kerbalmax Industries,This airlock serves double duty as an EVA centre and a docking port. Great for shuttle cargo bays or large bases.,AA_8_Station_International_Space_Station,AA_8_Station_International_Space_Station,Utility,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-habitation-25-1,PPD-20 'Shanty' Habitation Module,Jebediah Kerman's Junkyard and Spacecraft Parts Co,"Though the venerable Hitchhiker gives us a place to easily store Kerbals on-orbit, a larger module can store them for even longer. The Shanty comes equipped with all you need for operating a six-Kerbal space slum - more chairs than beds and even backup supplies of monopropellant and electric charge.",AA_8_Station_International_Space_Station,AA_8_Station_International_Space_Station,Utility,Large,2.5,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-observation-25-1,PPD-24 'Panorama' Observation Module,Jebediah Kerman's Junkyard and Spacecraft Parts Co,"The PPD-24 is a great addition to any surface or orbital base, and allows for both high visibility and heat loss for the four Kerbals inside. This second-generation model adds surface decoration and reduces the number of airlocks to one.",AA_8_Station_International_Space_Station,AA_8_Station_International_Space_Station,Utility,Large,2.5,bulkheadProfiles,False,
ReStockPlus,restock-pod-sphere-3,SP-3 'Mandarin' Reentry Module,Probodobodyne Inc,"We hired a shady interior decorator to fit three seats into the same space as one. The occupants are no longer able to move their arms to access the controls, but at least they'll probably survive.",AA_6_NASA_Apollo,AA_6_NASA_Apollo,Pods,Small,1.25,bulkheadProfiles,False,
ReStockPlus,restock-mk2-pod,Mk2 'Acorn' Command Pod,Kerlington Model Rockets and Paper Products Inc,"The immediate successor to the Mk1 command pod, the Mk2 seats two kerbals instead of one, and has handy forward-facing windows to enable docking.",AA_5_NASA_Gemini,AA_5_NASA_Gemini,Pods,Medium,1.875,bulkheadProfiles,False,
